-0.906250	1.395508	3.027832	0.216692	1.100072	-0.190584
-0.932129	1.378906	3.052734	0.235204	1.111702	-0.156407
-0.949707	1.376465	3.021973	0.226897	1.095800	-0.135759
-0.965332	1.366699	3.006836	0.200315	1.078474	-0.131724
-0.984863	1.351074	2.986816	0.224999	1.042873	-0.135759
-0.996582	1.329102	2.967285	0.259413	0.989946	-0.138132
-1.023926	1.329102	2.939453	0.308305	0.909725	-0.164477
-1.041016	1.322754	2.931152	0.373336	0.837099	-0.200315
-1.040039	1.339844	2.924805	0.444301	0.735755	-0.237103
-1.013672	1.360840	2.910645	0.496991	0.658857	-0.273416
-1.000000	1.351074	2.890137	0.557275	0.582908	-0.297625
-0.960449	1.379395	2.891113	0.574126	0.557750	-0.276739
-0.962891	1.363770	2.877930	0.621594	0.508146	-0.265346
-0.971680	1.364258	2.889648	0.664553	0.470883	-0.231407
-0.984863	1.371094	2.885254	0.705138	0.443826	-0.216929
-1.000488	1.348633	2.909668	0.720328	0.431485	-0.213369
-1.002930	1.334473	2.905273	0.727685	0.420567	-0.231644
-1.002930	1.339844	2.901367	0.707986	0.444301	-0.258701
-0.991211	1.342285	2.902832	0.685676	0.487022	-0.268669
-0.940430	1.362305	2.847656	0.665027	0.519538	-0.249919
-0.960449	1.358398	2.863281	0.683065	0.553003	-0.243274
-0.964844	1.329590	2.786133	0.668113	0.584569	-0.258464
-0.958984	1.336914	2.821777	0.606167	0.675233	-0.277451
-0.917480	1.364746	2.787598	0.539000	0.759014	-0.259888
-0.899414	1.374023	2.742676	0.508858	0.806957	-0.205774
-0.882324	1.358887	2.683105	0.501975	0.886466	-0.150711
-0.884277	1.330566	2.663574	0.443589	0.969535	-0.134809
-0.867676	1.325684	2.646484	0.348416	1.085357	-0.131012
-0.835449	1.320801	2.588379	0.264634	1.189312	-0.102056
-0.802734	1.319336	2.552246	0.200315	1.270957	-0.060284
-0.770996	1.304688	2.500977	0.154034	1.346669	0.002373
-0.767090	1.285645	2.458496	0.096597	1.409801	0.053402
-0.742188	1.289551	2.425781	0.048655	1.503076	0.119382
-0.745117	1.297852	2.397461	0.028006	1.565497	0.194619
-0.765137	1.318359	2.323730	0.045332	1.601098	0.252767
-0.757324	1.351074	2.280762	0.112025	1.678945	0.335124
-0.752441	1.398926	2.251953	0.258701	1.763676	0.443589
-0.774902	1.441895	2.256836	0.480139	1.795479	0.593588
-0.790039	1.487305	2.246582	0.751894	1.760116	0.773492
-0.812500	1.493652	2.267578	1.028633	1.682505	0.965975
-0.826172	1.489746	2.243164	1.245087	1.613677	1.150863
-0.879395	1.486816	2.292480	1.476969	1.561224	1.314865
-0.939453	1.490723	2.322754	1.621746	1.519452	1.450624
-1.027832	1.491699	2.401367	1.789308	1.483851	1.547221
-1.125000	1.476074	2.477539	1.908453	1.437333	1.579500
-1.180176	1.481934	2.542480	1.995082	1.382033	1.572142
-1.217773	1.543945	2.574219	2.030209	1.330767	1.549595
-1.245117	1.569824	2.620117	2.098563	1.305846	1.550781
-1.285156	1.591309	2.715332	2.137012	1.264312	1.562648
-1.317383	1.584961	2.802246	2.114939	1.199281	1.582585
-1.337402	1.591797	2.911133	2.031158	1.092715	1.587332
-1.397949	1.571777	3.007812	1.931950	0.952684	1.580686
-1.464844	1.548340	3.071777	1.742790	0.782274	1.532032
-1.495117	1.515137	3.116699	1.543899	0.601420	1.427602
-1.500977	1.512207	3.157715	1.365419	0.393510	1.301811
-1.486328	1.504883	3.130371	1.135673	0.144778	1.170325
-1.451660	1.505859	3.083984	0.991133	-0.030617	1.073490
-1.434082	1.482422	3.038086	0.825232	-0.221676	0.980215
-1.401367	1.439453	2.974609	0.679743	-0.414633	0.898333
-1.360352	1.448242	2.884277	0.576974	-0.567006	0.834963
-1.306152	1.445312	2.833008	0.502924	-0.667164	0.786546
-1.267090	1.430176	2.836426	0.454269	-0.765660	0.770881
-1.255371	1.421387	2.787109	0.412735	-0.846830	0.767558
-1.235840	1.429199	2.760742	0.377134	-0.918982	0.754030
-1.217773	1.410645	2.752930	0.330852	-0.993744	0.732432
-1.169434	1.410156	2.733887	0.282198	-1.060911	0.713920
-1.132812	1.412598	2.713867	0.186075	-1.101734	0.711071
-1.089355	1.412598	2.711426	0.184888	-1.106006	0.735043
-1.046387	1.422852	2.691406	0.208622	-1.131164	0.786308
-1.057129	1.403320	2.661133	0.227609	-1.169613	0.846118
-1.047363	1.393066	2.654297	0.274840	-1.218980	0.888602
-1.048828	1.389648	2.659668	0.343194	-1.276653	0.901656
-1.060547	1.360352	2.669922	0.422703	-1.363045	0.855374
-1.043457	1.360840	2.696777	0.482513	-1.485038	0.782274
-1.018066	1.331055	2.692871	0.538762	-1.635987	0.697543
-0.979980	1.319336	2.673340	0.583857	-1.800701	0.607828
-0.923828	1.297363	2.642090	0.663129	-1.993184	0.520013
-0.869629	1.307617	2.649414	0.775153	-2.188040	0.431485
-0.796875	1.347656	2.603027	0.857748	-2.356789	0.361944
-0.668457	1.489746	2.500000	0.984487	-2.296267	0.357672
-0.566895	1.692871	2.521973	1.181243	-1.996032	0.497703
-0.528320	1.811523	2.621094	1.369453	-1.684167	0.773255
-0.504883	1.830078	2.728027	1.518503	-1.445877	1.090341
-0.542969	1.813477	2.813477	1.654024	-1.156559	1.456320
-0.650879	1.777832	2.889160	1.723565	-0.881719	1.723565
-0.782227	1.736328	2.973633	1.741603	-0.633461	1.860985
-0.922363	1.697754	3.059082	1.696271	-0.430773	1.849830
-0.996582	1.700195	3.150391	1.598487	-0.284808	1.750147
-1.053223	1.693359	3.215332	1.444928	-0.236154	1.591367
-1.090820	1.708496	3.254395	1.274755	-0.278400	1.399833
-1.101562	1.711426	3.256348	1.111465	-0.374998	1.187413
-1.062012	1.726074	3.209473	0.979741	-0.534965	0.975706
-1.010742	1.747070	3.184082	0.841846	-0.734806	0.782274
-0.954590	1.760742	3.124512	0.823096	-0.933222	0.651974
-0.913574	1.784668	3.070801	0.791055	-1.160119	0.541373
-0.873047	1.809570	3.026367	0.782986	-1.395086	0.453320
-0.840332	1.869629	2.954590	0.793903	-1.623882	0.384729
-0.789062	1.916992	2.908203	0.832115	-1.824672	0.354349
-0.725098	1.973145	2.803711	0.904029	-1.951649	0.381643
-0.615723	2.053711	2.691895	0.998728	-1.927203	0.478003
-0.556641	2.159180	2.676270	1.186464	-1.733533	0.685201
-0.512207	2.239746	2.725586	1.400070	-1.456320	0.998016
-0.535645	2.241211	2.842773	1.570955	-1.138996	1.374438
-0.629883	2.196289	2.911133	1.649515	-0.745961	1.720005
-0.756348	2.141113	3.032715	1.610116	-0.308542	1.945716
-0.900879	2.054688	3.168457	1.461541	0.130300	2.014544
-1.033691	1.985352	3.256348	1.192160	0.524285	1.959007
-1.104492	1.916504	3.363770	0.848729	0.847780	1.817552
-1.176758	1.863770	3.388672	0.485124	1.075863	1.604183
-1.205566	1.830078	3.437500	0.072151	1.235594	1.385355
-1.233398	1.802246	3.459961	-0.335124	1.330055	1.093189
-1.255859	1.758301	3.449707	-0.676420	1.335039	0.798413
-1.260742	1.763672	3.414062	-1.071117	1.285198	0.459491
-1.225098	1.770020	3.298828	-1.406479	1.181955	0.118670
-1.171387	1.782227	3.203613	-1.656160	1.065183	-0.152135
-1.110352	1.792480	3.119141	-1.857425	0.875786	-0.402292
-1.062500	1.836914	3.031738	-2.016443	0.669537	-0.565819
-1.000977	1.857910	2.924805	-2.035193	0.409649	-0.718904
-0.957031	1.860352	2.800293	-1.952124	0.182989	-0.821435
-0.914062	1.872559	2.696777	-1.818027	-0.068829	-0.918982
-0.859863	1.871094	2.611816	-1.627917	-0.287656	-0.982351
-0.821777	1.862793	2.549316	-1.396036	-0.489396	-1.024835
-0.772461	1.861816	2.509766	-1.162730	-0.677844	-1.039313
-0.749023	1.865234	2.485840	-0.913048	-0.834726	-1.044060
