0.042480	-1.036621	2.149414	-2.281790	1.576177	-0.773492
0.088379	-1.003906	2.102539	-2.187803	1.599674	-0.794853
0.139160	-0.976562	2.083496	-2.088832	1.616525	-0.837337
0.182129	-0.952148	2.035645	-1.992472	1.626018	-0.882668
0.215820	-0.874023	2.014160	-1.865020	1.642869	-0.924678
0.317871	-0.827637	2.000977	-1.744926	1.613202	-0.931561
0.428711	-0.775391	1.999512	-1.593977	1.533930	-0.888127
0.536133	-0.746094	1.963867	-1.421906	1.394849	-0.760676
0.587891	-0.666992	1.975098	-1.188125	1.135436	-0.565107
0.668457	-0.628418	1.897461	-0.891687	0.818824	-0.323495
0.739258	-0.573242	1.819824	-0.536152	0.589316	-0.054826
0.790039	-0.509766	1.806641	-0.121756	0.330140	0.246359
0.833496	-0.415039	1.744629	0.334887	0.093987	0.577449
0.911133	-0.321777	1.710449	0.754979	-0.047943	0.914235
1.058594	-0.227539	1.667969	1.228473	-0.022785	1.307745
1.249023	-0.086426	1.661621	1.670638	0.172546	1.854814
1.466309	0.034668	1.744629	2.053943	0.425314	2.549984
1.661133	0.109863	1.817871	2.371742	0.679980	3.310185
1.759277	0.220703	1.953613	2.619525	0.939630	4.137553
1.778320	0.363281	2.098145	2.793258	1.038601	5.051313
1.750000	0.484863	2.223633	2.936137	1.150626	5.971244
1.780762	0.622070	2.323242	3.033684	1.270720	6.943390
1.804688	0.749512	2.431152	3.105123	1.371590	7.776929
1.872070	0.958984	2.522949	3.203619	1.463203	7.776929
1.787109	1.299805	2.735840	3.345311	1.181480	7.776929
1.598633	1.702637	2.905273	3.572683	0.575313	7.776929
1.265137	2.053711	3.137695	3.974500	-0.399918	7.776929
0.767578	2.412598	3.381348	4.457251	-1.617237	7.776929
0.117188	2.777344	3.520508	5.105189	-2.881786	7.776929
-0.489746	3.144531	3.637695	5.836197	-3.884311	7.776929
-1.025391	3.578613	3.863281	6.611588	-4.304878	7.776929
-1.806152	3.979492	3.999878	7.409289	-4.717138	7.776929
-2.906250	3.999878	3.999878	7.776929	-5.854473	7.776929
-3.904785	3.999878	3.999878	7.776929	-6.684452	7.776929
-4.000000	3.999878	3.999878	7.776929	-6.221876	7.776929
-4.000000	3.897949	3.999878	7.452485	-5.048465	7.776929
-4.000000	3.174316	3.999878	5.841894	-3.662635	7.776929
-4.000000	2.373047	3.999878	3.735499	-1.887805	7.776929
-4.000000	1.846680	3.999878	1.529658	-0.001661	7.776929
-4.000000	1.504395	3.999878	-0.537813	1.613677	7.776929
-4.000000	1.292969	3.999878	-2.058215	2.714936	7.776929
-4.000000	1.360840	3.999878	-3.100139	3.231863	6.061196
-4.000000	1.485352	3.999878	-3.805039	2.977434	4.752976
-4.000000	1.525879	3.999878	-4.319356	2.107107	3.756385
-4.000000	1.467773	3.999878	-4.741347	0.891687	2.915013
-4.000000	1.451660	3.999878	-5.094035	-0.216454	2.212249
-4.000000	1.448242	3.999878	-5.440551	-1.120958	1.633613
-4.000000	1.420898	3.999878	-5.739600	-1.764625	1.108854
-4.000000	1.321777	3.999878	-5.973855	-2.102360	0.599047
-3.861816	1.233398	3.999878	-6.257002	-2.149591	0.081645
-3.741211	1.112305	3.999878	-6.571952	-2.044687	-0.482750
-3.573242	1.010742	3.999878	-6.927251	-1.841049	-1.124756
-3.409180	0.957031	3.999878	-7.210873	-1.645243	-1.768897
-3.210938	0.928223	3.966797	-7.426615	-1.441130	-2.385745
-2.986816	0.923340	3.755371	-7.583497	-1.293742	-2.940646
-2.765137	0.947266	3.517578	-7.626693	-1.253631	-3.400849
-2.503418	0.970215	3.329102	-7.579700	-1.359722	-3.709629
-2.286133	0.986328	3.151367	-7.438957	-1.577601	-3.887634
-2.049805	0.951172	2.952637	-7.204464	-1.866207	-3.935814
-1.867188	0.840820	2.764160	-6.901855	-2.238831	-3.880988
-1.752930	0.727539	2.594238	-6.536114	-2.670553	-3.781780
-1.715332	0.623047	2.445801	-6.144740	-3.061215	-3.669281
-1.739746	0.526367	2.358887	-5.776625	-3.437637	-3.604012
-1.786133	0.445312	2.151367	-5.517212	-3.708917	-3.612556
-1.839355	0.393066	1.913574	-5.286755	-3.794359	-3.625135
-1.935547	0.257324	1.497559	-4.966583	-3.615405	-3.720309
-2.043945	0.073242	1.116211	-4.445858	-3.322764	-3.964057
-2.143066	-0.075195	0.750977	-3.695151	-2.941596	-4.359941
-2.208008	-0.180176	0.499023	-2.713986	-2.475934	-4.816109
-2.235840	-0.204102	0.518066	-1.619373	-2.066522	-5.355584
-2.161621	-0.133789	0.674805	-0.630850	-1.832504	-5.908112
-2.071289	-0.035156	0.853027	0.155695	-1.758217	-6.399881
-2.052246	0.020508	0.963379	0.761862	-1.751571	-6.836824
-2.091797	0.071777	1.043457	1.278315	-1.817315	-7.272106
-2.134766	0.111816	1.105957	1.755369	-2.051332	-7.777166
-2.069824	0.220215	1.123047	2.268736	-2.367707	-7.777166
-1.839844	0.404785	1.172363	2.610743	-2.340175	-7.777166
-1.698242	0.550781	1.278320	2.828384	-2.089069	-7.777166
-1.586426	0.681641	1.222168	2.937798	-1.624120	-7.777166
-1.596191	0.766113	1.079102	3.027275	-0.942953	-7.777166
-1.736816	0.786621	0.937500	3.279805	-0.117483	-7.777166
-1.891602	0.783203	0.981934	3.719122	0.631088	-7.777166
-1.983887	0.871582	1.186035	4.237473	1.177208	-7.777166
-1.933594	1.016602	1.508789	4.673942	1.539626	-7.777166
-1.693359	1.261230	1.857422	4.922675	1.760828	-7.777166
-1.408203	1.432617	2.143555	4.953054	2.031158	-7.777166
-1.200195	1.633301	2.320312	4.977500	2.139385	-7.777166
-0.960449	1.769531	2.354004	5.100205	2.128942	-7.777166
-0.680664	1.871094	2.363770	5.390947	2.242154	-7.777166
-0.488770	1.977051	2.578613	5.880105	2.249511	-7.777166
-0.213379	2.087402	2.773926	6.472507	2.146268	-7.777166
0.162598	2.287109	3.159180	7.000114	2.007662	-7.777166
0.485352	2.498535	3.552246	7.345919	1.831318	-7.777166
0.769043	2.685547	3.906250	7.606994	1.819688	-7.777166
1.009277	2.832031	3.999878	7.750347	1.854102	-7.777166
1.225098	2.881836	3.999878	7.685791	1.762014	-7.777166
1.429688	2.830566	3.999878	7.323609	1.338125	-7.777166
1.615234	2.794922	3.999878	6.608265	0.613762	-7.463877
1.775879	2.753906	3.999878	5.597671	-0.150236	-6.469896
1.919434	2.636230	3.999878	4.468406	-0.706087	-5.474491
1.996582	2.445801	3.999878	3.364773	-0.934409	-4.504481
1.993164	2.191406	3.999878	2.415887	-0.831166	-3.650531
2.056641	1.053223	3.999878	1.653550	-0.007120	-2.990962
1.637695	0.719727	3.999878	1.026971	1.589705	-3.090645
1.365234	1.281250	3.999878	0.933697	3.083762	-3.308049
1.402832	1.428223	3.999878	0.983063	3.586212	-2.907181
1.182617	1.537598	3.999878	1.050943	3.226878	-2.228151
0.841309	1.706543	3.999878	1.088443	2.263989	-1.579500
0.488770	1.646484	3.999878	1.064946	1.011307	-0.998016
0.198730	1.411621	3.999878	0.811941	0.054588	-0.738128
0.009766	1.221680	3.999878	0.256802	-0.413209	-0.876498
-0.002930	1.186035	3.999878	-0.536864	-0.391611	-1.239866
0.099121	1.207031	3.999878	-1.478630	0.018750	-1.612965
